,vote_average,runtime,genres,season,rating,revenue_adj,budget_adj
6411,6.052,129,"Drama, History",Fall,R,252472.9922509809,18161201.846756835
6413,2.909,92,"Science Fiction, Horror, Action, Thriller",Winter,PG-13,4905831.2176165795,30544041.4507772
6414,5.901,104,"Comedy, Crime",Fall,PG,61555357.642335765,28686131.386861313
6415,5.071,107,"Action, Thriller, Adventure, Science Fiction",Fall,PG,58000585.65153733,73651537.3352855
6417,6.7,143,"Action, Drama, Thriller",Spring,R,84749997.2102564,42994871.79487179
6418,6.0,105,"Action, Comedy, Adventure",Summer,PG-13,8895886.573472757,10381948.266373143
6419,6.516,127,Drama,Fall,R,446431.6493313522,16350668.64784547
6420,7.091,139,Drama,Fall,R,72451200.26928471,24252454.417952314
6424,6.4,101,"Family, Comedy, Drama",Summer,G,26301244.60488914,14894826.60602615
6425,6.612,95,Comedy,Fall,R,6077935.45537065,7927382.753403932
6427,6.492,100,"Comedy, Drama",Winter,PG-13,72901744.38770193,64168837.93642522
6428,6.26,97,"Comedy, Drama",Spring,PG-13,642757.5794441531,9891976.927110646
6429,5.444,97,"Action, Comedy, Thriller, Crime, Romance",Summer,R,91581250.44460535,38702389.57277335
6430,6.004,83,"Fantasy, Horror, Thriller",Spring,PG,20205655.526992284,36370179.948586114
6431,6.56,117,Drama,Fall,PG,111249230.76923075,42134974.35897435
6432,6.121,92,"Drama, Romance",Fall,PG-13,477861.2402292861,5461177.69671704
6433,6.8,170,"Drama, Family, Romance",Summer,PG-13,29596032.639159285,17488564.741321396
6434,5.412,90,"Adventure, Science Fiction, Family",Winter,PG,52816.66239162776,16128866.77268763
6436,5.605,91,"Comedy, Family",Summer,PG,27429212.86956522,4409537.166900421
6439,6.298,116,"Drama, Romance",Summer,PG-13,2270296.510518934,30866760.168302946
6440,4.496,85,"Comedy, Crime, Drama",Fall,R,80748.36003051106,5620709.38215103
6442,6.821,104,"Drama, Romance, Adventure, Western, Family",Spring,PG,68879348.79321314,11669141.039236479
6444,4.764,85,"Action, Comedy, Drama, Crime",Fall,PG-13,25345561.043478258,44381705.251270466
6445,6.803,118,"Drama, Family",Fall,PG,5775968.889330927,18612977.9343857
6446,5.73,112,Drama,Spring,R,2921887.9478672985,3725118.4834123217
6448,5.857,83,Comedy,Summer,R,388441.7549167927,125252.64750378212
6449,6.157,89,"Documentary, Drama, Music, Thriller",Fall,PG,23625.269339356295,5325804.6301524555
6450,5.988,104,"Horror, Thriller",Spring,R,2048066.648275862,23489655.172413792
6451,5.303,84,Comedy,Fall,R,25517061.611374404,44701421.80094786
6452,5.672,105,"Drama, Mystery, Thriller",Winter,R,1426526.7070245573,24239862.935465448
6453,6.066,108,"Drama, Romance",Spring,PG-13,1696600.0201131364,69164047.76869893
6454,6.331,91,"Crime, Drama",Summer,R,229489051.0948905,3824817.518248175
6457,6.2,90,"Action, Crime",Fall,R,42331571.4601227,2250306.7484662575
6459,5.329,97,"Fantasy, Horror, Mystery, Thriller",Winter,NR,24636329.524752475,5642079.207920792
6460,6.558,140,"Drama, Romance",Summer,G,1599798.7597707137,8737884.314747263
6461,5.421,93,Comedy,Fall,PG,16932991.445595853,61088082.9015544
6462,7.4,127,Drama,Spring,PG-13,6436223.322230267,40979000.72411296
6463,5.796,109,"Adventure, Family",Summer,PG,24088983.870466318,46834196.891191706
6465,5.171,95,"Adventure, Fantasy, Action",Summer,PG-13,12079230.214959145,59283469.51602766
6466,6.429,120,"Drama, History",Spring,PG-13,8613103.692447957,24550473.585574634
6467,5.729,122,"Comedy, Music, Romance",Fall,PG-13,52322557.0104568,25954870.665932857
6468,7.079,134,Drama,Spring,PG-13,40307910.859822825,10540072.954663888
6469,4.0,90,"Action, Thriller",Summer,R,947063.8150798018,24224545.954870667
6470,6.233,92,"Drama, Comedy, Romance",Fall,PG-13,140081.93392763502,19783953.85422129
6471,5.329,101,"Action, Comedy, Romance, Thriller",Winter,R,3039396.8104265397,18625592.41706161
6472,1.908,91,"Adventure, Comedy, Action, Animation, Family",Summer,PG,102235.30937727484,90159486.46681225
6474,5.466,92,"Crime, Drama, Thriller, Horror",Summer,R,143222.63660199265,1648662.8211851076
6476,5.139,109,"Comedy, Music, Mystery, Crime",Fall,R,583420.504127683,13842597.688497523
6478,5.013,90,"Comedy, Drama",Winter,PG-13,1082435.4982168481,7445191.1737542795
6479,5.665,103,Comedy,Spring,PG-13,31063231.311523065,20313170.610142738
6480,6.339,121,"Action, Comedy, Crime",Summer,R,21092262.947988223,24683022.571148183
6481,6.008,124,"Action, Adventure, Comedy, Family, War",Winter,NR,135631645.89981258,66352631.31236388
6482,6.593,120,"Drama, Comedy",Fall,R,66159442.67802799,17222154.595252585
6483,6.521,90,"History, Documentary",Winter,NC-17,1077600.6418458312,3297325.642370215
6484,5.667,98,Western,Winter,R,4589407.457085827,62754491.017964065
6485,5.897,101,"Crime, Thriller, Action",Winter,PG-13,7210378.464079273,25962014.863748964
6488,6.329,123,"Drama, Romance",Winter,R,833127.4196891191,14253886.010362692
6489,6.564,104,"Drama, Comedy",Fall,R,580564.8497409326,6108808.29015544
6490,6.103,118,"Action, Adventure, Fantasy",Spring,PG-13,3978347.133977108,46279114.6179783
6492,5.5,112,Drama,Winter,R,71351.41845790796,10752577.84845842
6493,6.129,91,"Action, Adventure, Science Fiction, Music, Comedy",Fall,PG-13,242208.62376237623,3891089.1089108908
6494,6.135,96,Drama,Fall,R,987444.3086232978,3170953.1013615727
6495,6.621,71,"Animation, Family, Adventure",Summer,G,14511901.464235624,28661991.584852736
6496,5.422,102,"Horror, Science Fiction",Winter,PG,218221079.6915167,48493573.26478148
6498,6.569,172,"Drama, Romance",Summer,NR,69294808.19984744,10930406.178489704
6499,6.1,96,"Action, Crime, Thriller",Fall,R,32516.285616672358,5370686.70994192
6501,7.539,168,"Action, Crime, Drama",Spring,PG-13,97113561.61803894,13963785.445848992
6502,6.2,125,"Drama, Music",Summer,PG-13,31236285.097192224,25464362.850971922
6503,5.383,123,"Comedy, Drama",Fall,R,57152504.276577346,40760587.72687986
6504,6.571,91,"Comedy, Drama",Fall,R,152414.39740820735,11034557.235421166
6505,6.329,109,Drama,Fall,R,29330275.21810182,11856693.90320553
6508,3.85,90,Horror,Spring,NR,241313.99098885464,15532368.982689116
6510,6.987,93,"Animation, Adventure, Comedy, Family, Fantasy",Winter,PG,22675429.201229926,18260334.813802525
6511,6.212,97,"Horror, Comedy",Summer,R,16509353.462422056,5159172.957006892
6513,5.1,116,"Drama, Crime, Thriller",Fall,R,15287075.15827338,25446043.165467624
6514,4.296,92,"Action, Mystery, Thriller, Drama",Spring,R,25374070.115642115,95678636.64029214
6515,5.881,112,"Drama, Romance",Fall,R,1143277.7373507675,3723706.6515065376
6516,6.115,97,"Comedy, Drama",Fall,R,1109059.5018541936,6700672.056378852
6517,5.451,96,Comedy,Summer,PG,58259695.79197623,39732124.81426449
6518,4.888,86,Horror,Fall,R,1228068.5792079207,2140099.00990099
6520,5.625,93,"Comedy, Drama",Spring,PG-13,6532049.246244458,6935345.112831713
6521,4.397,96,"Horror, Thriller",Fall,R,207484.5283750294,7254703.789336692
6522,6.107,91,"Comedy, Drama",Winter,R,346546.8464500362,372259.558687714
6524,5.946,81,Comedy,Spring,PG-13,9356247.233926129,19354309.165526677
6525,6.198,107,"Comedy, Drama",Winter,NR,277790.6881188119,1750990.099009901
6526,6.395,90,"Drama, Science Fiction",Fall,PG,6573763.239263803,4822085.889570552
6530,6.257,101,"Action, Drama, Thriller",Fall,PG-13,9053445.27685325,22196671.70953101
6532,6.261,116,"Music, Drama",Summer,PG-13,34173870.04433856,19418966.315928794
6533,6.627,103,"Thriller, Action, Crime",Winter,PG-13,12208884.161474952,6900673.656485843
6535,5.859,115,"Comedy, Drama, Romance",Winter,PG-13,22902089.598811295,35037147.102526
6537,7.014,128,"Crime, Thriller, Action",Winter,NC-17,15443747.940797664,4977514.580222243
6538,6.311,99,"Action, Comedy",Summer,PG,392371199.99999994,30182399.999999996
6539,5.764,88,"Comedy, Crime, Thriller",Fall,R,101039.68911917097,4683419.68911917
6540,5.394,110,"Drama, Fantasy",Fall,PG-13,502887.3610322723,29018815.157346766
6541,6.037,89,"Music, Comedy",Spring,R,39583925.68863955,13228611.500701262
6544,5.697,87,"Adventure, Fantasy, Action",Spring,R,2261870.503597122,11309352.51798561
6545,6.1,119,"Crime, Drama, Thriller",Summer,R,164156.6988554258,6009587.81567539
6547,7.638,180,"Drama, History",Fall,PG-13,7057546.34232251,17303247.110621903
6550,5.968,100,"Drama, Action, Thriller",Summer,R,79930.8754101538,14509407.578673383
6552,5.4,115,"Thriller, Crime",Spring,R,3743867.1678832117,51635036.49635036
6554,6.324,143,Drama,Winter,R,20639568.345323738,76338129.49640287
6555,5.208,74,"Animation, Adventure, Family",Spring,G,8333612.327345309,58570858.283433124
6557,4.9,91,"Action, Crime",Spring,R,80986.79902058103,21499569.84977831
6558,6.579,92,"Drama, Music, Romance",Spring,PG,27003680.981595088,14466257.668711655
6559,5.6,96,"Fantasy, Comedy, Romance",Summer,PG,12956332.903417535,42044576.523031205
6560,5.301,93,"Comedy, Drama, Romance, Fantasy, Music",Winter,R,789174.8162200616,23298553.474033672
6562,5.67,91,"Comedy, Crime, Drama",Summer,R,247838.52344931918,9512859.304084718
6564,6.421,72,Drama,Winter,NR,224593.04057134173,225598.9464620372
6565,6.364,133,"Action, Thriller, Romance",Spring,NR,23060193.48629894,6771949.551739857
6566,7.0,98,"Horror, Thriller",Spring,R,5606664.141778799,3095503.7742041354
6567,5.86,90,"Action, Comedy, Crime",Spring,R,72414587.33205374,724145.8733205374
6569,6.607,146,"Action, Adventure, Thriller",Winter,NR,115565474.23695439,65005579.25828684
6570,6.093,93,Documentary,Fall,PG-13,150513.33951736835,4352822.273602015
6571,5.1,98,"Adventure, Drama",Winter,R,5604501.284671533,43029197.08029197
6572,5.472,97,"Horror, Science Fiction",Summer,PG,91364102.56410256,2687179.487179487
6573,6.1,110,"Comedy, Crime, Drama",Spring,R,855494.9253023476,6212947.593075646
6576,6.196,122,Drama,Winter,PG,35481844.94602551,55536800.78508341
6577,5.1,106,"Romance, Drama",Winter,PG-13,10920054.181425486,66207343.412526995
6578,6.963,78,Documentary,Spring,G,48302964.29356098,6935345.112831713
6581,6.491,86,"Animation, Comedy",Spring,R,8542802.940479014,1164927.6737016838
6582,6.623,125,"Drama, Music, Romance",Fall,R,134297354.77598828,42579795.02196193
6583,5.741,118,"Drama, Comedy, Romance",Summer,PG,92726648.91240875,34423357.66423357
6584,6.4,107,Drama,Fall,PG-13,7704448.214764125,1427643.7974235206
6585,5.057,104,"Adventure, Action, Thriller",Summer,R,76664298.20051412,16164524.421593828
6586,5.8,109,"Drama, Romance",Fall,R,17303247.110621903,12112272.977435334
6588,4.927,97,"Comedy, Romance",Spring,PG-13,11517929.968911916,16290155.440414505
6590,6.648,117,"Drama, Romance",Fall,PG,35609948.832781576,37225955.8687714
6592,6.205,85,Drama,Fall,R,85254.06256552007,665910.734381084
6594,6.803,166,"Drama, Romance",Winter,PG-13,48150343.84633626,7300213.421863885
6595,5.8,102,"Crime, Horror, Thriller",Winter,R,1002868.143884892,11309352.51798561
6596,7.0,87,"Animation, Family",Fall,PG,16807346.611471843,50782926.525356844
6599,6.428,114,"Drama, Thriller",Winter,R,35738642.48201439,23466906.47482014
6603,7.0,72,"Adventure, Fantasy, Animation, Family",Fall,G,1475598.6984572231,61733520.33660589
6604,5.375,88,"Action, Crime, Drama",Spring,R,10055028.07775378,5092872.570194384
6605,6.7,144,Drama,Spring,R,1936327.4587833995,8936895.96361569
6606,4.9,105,"Adventure, Fantasy",Fall,NR,88458.7242562929,6566009.029366896
6607,4.173,94,"Comedy, Action",Summer,R,59440735.51324828,55536800.78508341
6609,5.183,90,"Adventure, Science Fiction",Spring,PG,53042944.78527607,48220858.89570551
6610,5.684,107,Drama,Spring,R,43798819.43647364,67934312.8781331
6613,6.4,109,"Thriller, Mystery",Summer,PG,15689827.25527831,16293282.149712091
6614,6.728,108,"Crime, Drama",Fall,NR,5470999.925237784,8705644.54720403
6615,5.426,76,"Adventure, Fantasy, Animation, Comedy, Family",Spring,G,101323222.74881515,5960189.573459715
6616,6.9,100,"Comedy, Drama, Romance",Winter,PG-13,49096642.553948306,15532368.982689116
6617,6.1,98,"Comedy, Drama, Family",Summer,PG,20647274.263237514,41222390.317700446
6618,6.662,97,"Drama, Crime",Winter,NR,2993518.93089663,1256881.781838949
6621,5.824,124,"Comedy, Drama, Romance",Summer,R,73293235.3960396,38910891.08910891
6624,5.99,99,"Mystery, Thriller",Spring,R,6534227.671682627,32257181.94254446
6625,5.297,88,"Science Fiction, Action, Adventure",Fall,PG-13,3366180.8852779,103574796.47008923
6626,5.723,108,"Drama, Action, Thriller, Crime",Winter,R,8032659.754108338,57407181.98417528
6627,6.838,78,"Family, Animation",Winter,NR,16918877.045860633,14910991.992588181
6628,6.688,90,Drama,Fall,NR,450396.625592417,78227.48815165876
6629,5.515,115,"Action, War",Winter,PG-13,34074167.46508173,81753343.23922734
6631,5.7,119,"Comedy, Drama",Fall,R,507795.7670179772,5710575.189694082
6632,6.1,83,"Action, Drama, Crime",Spring,R,32844664.921248145,23358098.06835067
6633,6.644,109,"Comedy, Romance",Fall,PG-13,48576152.754376054,14202145.680406548
6634,6.079,125,"Drama, Romance",Winter,NR,3028623.3614185643,14890382.347508559
6635,5.02,92,"Drama, Action, Crime, Thriller",Spring,R,22176263.528751753,19842917.251051895
6638,7.055,112,"Drama, Action, Science Fiction",Spring,NR,36305842.15920738,6337410.317731465
6639,7.03,113,"Comedy, Drama",Spring,PG,7734652.017340642,24038351.26270156
6640,4.869,94,"Drama, Romance, Fantasy",Winter,R,36551.964145434395,11421150.379388165
6642,6.61,98,Comedy,Winter,PG-13,30581318.60321628,28891368.559238598
6643,5.485,97,"Horror, Science Fiction, Thriller, Comedy",Fall,R,28606069.834502105,13228611.500701262
6644,4.768,88,"Adventure, Comedy, Family",Summer,G,31976303.20045172,62134387.35177865
6645,3.025,91,Comedy,Winter,R,2776898.7594553703,13159455.370650528
6646,5.823,88,"Comedy, Drama, Romance",Summer,PG-13,1931239.4083630524,1489038.234750856
6650,7.1,189,"Action, Drama",Summer,PG-13,29511501.06710932,18638842.77922694
6654,5.6,102,Drama,Fall,R,5222840.070395977,47426775.61282212
6656,7.148,114,"Drama, Music",Spring,PG,72253647.35999998,6036479.999999999
6657,5.273,99,Action,Fall,R,23393687.86423633,49402891.26335638
6659,5.316,90,Horror,Summer,R,10841379.310344826,1351558.620689655
6660,5.393,96,"Action, Comedy",Fall,R,18367228.249000568,12568817.81838949
6661,4.995,108,"Comedy, Drama",Spring,R,10059046.772020724,24435233.16062176
6662,5.428,100,"Action, Adventure, Fantasy",Spring,R,130372394.69777305,13336161.187698834
6663,5.119,139,"Comedy, Drama",Summer,R,2487246.920086393,13580993.520518359
6664,6.433,104,"Comedy, Drama, Romance",Spring,R,1694084.8663366337,2918316.831683168
6665,6.186,98,"Comedy, Drama",Winter,R,180400.27836611192,5549167.927382752
6667,5.201,92,"Comedy, Drama",Fall,R,26947.12493428624,4467114.704252568
6668,5.063,85,"Comedy, Family, Animation, Fantasy, Adventure",Winter,G,43521630.97125567,31709531.013615727
6669,4.763,111,Comedy,Summer,PG,66136064.007850826,86390578.99901864
6670,6.307,88,"Crime, Drama",Winter,R,1451188.819905213,1862559.2417061608
6671,5.875,84,Comedy,Fall,R,25695923.679049037,51387815.75037147
6672,5.698,87,"Comedy, Romance",Summer,R,94966868.96551724,10118620.689655172
6674,6.2,98,"Comedy, Drama",Summer,R,11011141.729181752,38702389.57277335
6675,5.214,97,"Action, Drama, Crime",Spring,NC-17,120072361.80904523,1184924.623115578
6676,5.62,116,"Action, Comedy, Romance, Thriller, Drama",Spring,R,29091969.236255575,60731054.977711745
6679,5.495,164,"Romance, Drama, Action",Fall,NR,90133372.12834874,31479416.534378514
6680,5.422,87,"Animation, Drama, Family",Spring,G,22962872.793670114,47839318.32014607
6681,5.2,112,"Romance, Music, Drama",Winter,PG-13,3947882.905888828,25954870.665932857
6684,5.926,90,"Crime, Action, Drama",Winter,R,33004494.166007902,7101072.840203274
6685,6.026,90,Horror,Spring,NR,71293573.63054304,53741996.68010434
6688,6.653,96,"Family, War, History",Summer,PG,293917.51866928634,5073688.712091565
6689,6.574,103,"Action, Adventure, Comedy, Mystery",Summer,PG,175843045.3879941,41428989.75109809
6691,5.663,100,"Comedy, Crime",Fall,R,63207771.677154586,21504787.961696308
6692,5.83,94,War,Spring,R,105903.50498164656,8902779.234399581
6693,5.34,100,"Comedy, Crime",Spring,R,24312833.12408759,37291970.80291971
6694,6.537,104,"Comedy, Drama, Romance",Fall,R,24342523.555075593,30557235.42116631
6695,6.021,94,"Comedy, Romance",Winter,PG-13,3317885.7459062673,14202145.680406548
6696,5.8,110,"Action, Drama, Thriller",Winter,R,13805988.023952095,31377245.508982033
6698,7.0,125,"Action, Drama",Winter,NR,72631826.02465007,11030715.824064502
6699,6.686,99,"Drama, Action, Crime",Spring,PG-13,8001094.766491379,1185931.4195825215
6700,5.745,111,"Comedy, Horror",Spring,NR,7372589.890568004,3686294.945284002
6701,5.946,94,"Fantasy, Action, Comedy, Horror",Fall,R,60859.52451708767,21022288.261515602
6703,5.0,100,Comedy,Spring,PG-13,6950347.024752475,35019801.98019802
6704,6.172,100,"Crime, Drama",Spring,R,1251024.7660979638,12977435.332966428
6707,5.832,114,"Drama, Mystery, Thriller, Crime, History",Summer,PG-13,6548343.310108509,12568817.81838949
6708,4.451,85,Comedy,Fall,R,103514.57646389994,8936895.96361569
6709,5.2,96,"Action, Thriller",Fall,R,1764724.483801296,33952483.8012959
6710,6.609,108,"Comedy, Romance",Spring,PG-13,28735702.89727601,20636691.82802757
6711,6.511,140,"Drama, History, Action, Thriller",Winter,R,25947088.155876808,59283469.51602766
6712,6.429,106,Drama,Spring,R,15905682.171656685,35560878.24351297
6713,5.0,97,"Action, Adventure, Science Fiction",Fall,R,1589492.7410071942,9952230.215827337
6714,6.315,123,"Drama, Western",Spring,R,7688540.715259571,18135291.033036184
6718,6.625,107,"Action, Crime, Drama",Summer,R,14760563.380281689,7380281.690140844
6719,3.374,93,Comedy,Fall,R,48421.54619607038,1075257.784845842
6720,5.516,93,"Action, Comedy",Summer,R,8482014.388489207,4410647.482014388
6721,5.714,95,Comedy,Winter,PG,17126522.93877551,61695447.40973312
6723,5.445,94,"Drama, Action, Thriller, Crime",Fall,R,8234311.874292898,23713387.80641106
6724,6.511,101,"Crime, Comedy",Winter,PG,26773722.627737224,37444963.50364963
6726,5.544,101,"Drama, Romance",Summer,R,3458985.6803455725,5092872.570194384
6727,5.7,86,"Horror, Thriller",Spring,R,26622364.83318928,10869490.060501296
6728,6.3,90,"Comedy, Drama",Winter,R,396641.0750988142,1775268.2100508185
6733,4.939,98,"Action, Adventure, Fantasy",Summer,PG,34321016.29447852,8036809.815950919
6734,5.222,84,"Drama, Romance",Fall,R,4065251.283469516,1976115.6505342552
6736,4.726,96,"Comedy, Romance",Summer,R,6104799.421795595,3550536.420101637
6738,5.956,109,"Adventure, Fantasy, Action",Winter,PG-13,322124283.3548153,81953557.7069581
6739,6.983,89,"Comedy, Romance",Summer,R,3922049.105295191,861107.7297626293
6740,7.2,101,Drama,Fall,R,210266.60967944688,13832809.553739786
6741,6.798,106,"Comedy, Drama, Romance",Summer,R,47953443.797930606,11481436.396835057
6742,5.691,123,"Drama, Action, Thriller, Crime",Winter,R,39193590.00820794,21504787.961696308
6743,4.194,83,"Horror, Science Fiction",Spring,R,3867117.795231417,2204768.5834502103
6744,5.86,108,"Drama, Romance",Summer,R,949449.9328563566,4325811.777655476
6745,6.8,95,"Adventure, Documentary",Fall,R,332517.45700885874,1365294.42417926
6746,6.551,101,"Adventure, Drama, History",Fall,R,19181558.014858842,25693907.875185736
6747,6.331,103,"War, Drama, History",Spring,R,660653.0081709616,17785040.854808297
6748,7.2,132,"Drama, History",Summer,PG-13,4750940.244604317,11309352.51798561
6750,5.556,80,"Horror, Adventure, Fantasy",Fall,R,937898.4738594647,1706238.298103275
6751,5.0,86,"Horror, Drama, Thriller",Fall,R,77821.78217821782,147451.79781136007
6752,5.528,172,"Drama, Thriller",Fall,R,44552970.297029704,155643564.35643563
6753,6.216,85,"Comedy, Drama",Fall,R,1237161.0358265243,2964173.4758013827
6755,4.9,90,"Action, Adventure, Crime, Drama, Thriller",Summer,PG,92828556.36896046,16111273.792093702
6756,5.443,114,"Drama, Thriller, Romance",Spring,R,25895671.53096614,12981007.431874482
6760,3.489,90,"Comedy, Romance",Summer,PG,8516945.461750139,20763896.532746285
6761,5.983,106,"Action, Drama, Crime",Fall,R,8135866.208633093,22618705.03597122
6763,5.0,93,"Comedy, Drama, Romance",Fall,PG-13,20317936.574257426,29183168.316831682
6765,6.431,95,"Drama, Action, Thriller, Crime",Summer,R,26811936.321363356,13395009.1296409
6768,5.0,100,Comedy,Summer,R,4154684.309650053,23338282.078472957
6773,5.7,85,"Horror, Science Fiction",Fall,R,826097.1051805337,28379905.808477234
6774,4.96,90,"Action, Adventure, Comedy, Family",Summer,PG,20246061.289747402,23358098.06835067
6775,4.797,93,"Action, Adventure, Thriller",Fall,PG-13,19456007.566346694,71010728.40203275
6776,6.4,137,"Comedy, Drama",Winter,PG,14890382.347508559,8561969.849817421
6778,5.192,80,Comedy,Spring,R,6693746.380368098,2571779.141104294
6780,5.9,86,"War, Thriller, Action, Adventure, Mystery, Science Fiction, Drama",Fall,NR,24705.158865732832,16112.060129825759
6781,6.192,118,"Science Fiction, Thriller",Summer,PG-13,11187591.240875913,51635036.49635036
6784,6.0,85,"Comedy, Romance",Spring,PG-13,21220302.375809934,16976241.90064795
6785,4.953,91,"Action, Adventure, Science Fiction",Fall,PG,46864410.256410256,91364102.56410256
6787,5.2,88,"Comedy, Romance",Spring,R,1027678.9470499242,7927382.753403932
6788,5.947,107,"Action, Crime, Drama, Mystery, Thriller",Winter,R,227438.1966717095,12683812.405446291
6789,6.012,122,"Crime, Drama, Action, Thriller",Winter,R,128687533.79310344,63241379.31034482
6792,5.829,101,"Romance, Thriller, Action",Winter,R,637977.509119333,10512767.066180302
6793,5.0,110,"Comedy, Drama, War",Summer,PG,69115863.91800877,11508052.708638359
6796,5.9,120,"Action, Adventure, Fantasy",Winter,G,257019781.16800892,90889834.37167604
6797,5.829,96,"Romance, Comedy, Drama",Fall,R,13954107.242848447,13395009.1296409
6798,6.988,122,"Action, Drama, History",Fall,PG-13,20881947.03739804,301147.447801775
6799,5.8,108,Comedy,Summer,R,657390.7876337757,10156585.305071369
6800,4.818,91,"Science Fiction, Action, Adventure, Fantasy",Fall,NR,99801.16224814422,1000212.0890774125
6803,3.702,100,"Adventure, Science Fiction, Comedy, Family",Summer,PG,4457623.705035971,2827338.1294964026
6804,7.036,88,Documentary,Summer,R,2885507.8049292085,494598.84635553224
6805,5.881,100,"Comedy, Romance",Fall,PG-13,304957.6151940545,12981007.431874482
6806,5.643,105,"Action, Adventure, Fantasy, War",Spring,NR,9986896.962477665,15257759.248229766
6807,5.385,93,"Horror, Thriller",Fall,R,3945696.634186622,3894302.229562345
6809,7.125,118,Drama,Spring,R,29111111.111111112,45746031.746031746
6810,6.238,101,"Action, Adventure, Family, Science Fiction",Fall,PG,13832809.553739786,23713387.80641106
6811,5.738,125,"Drama, Romance",Fall,R,4041996.8549222792,32580310.88082901
6812,5.039,89,"Adventure, Horror, Thriller, Science Fiction",Summer,PG-13,397058.68776628113,19786342.057212412
6814,6.1,117,Drama,Fall,PG,51243863.88109,49327828.241123036
6815,6.339,110,"Adventure, Action, Drama",Fall,R,8097547.728308767,17017468.64205035
6816,7.3,187,"Romance, Drama, Action",Summer,R,10357479.647008922,1009854.26558337
6817,5.542,141,"Drama, Fantasy",Summer,R,10434612.484366117,26230982.728823192
6820,4.307,86,"Action, Adventure, Comedy, Family, Thriller",Spring,PG-13,10655099.67265469,12550898.203592813
6821,5.596,105,"Action, Adventure, Drama",Winter,PG,20788779.17518248,28686131.386861313
6822,4.717,102,"Horror, Science Fiction, Adventure, Action",Winter,PG,16123076.923076922,4030769.2307692305
6825,6.127,141,"Romance, Drama, Fantasy",Summer,PG-13,18135291.033036184,8078447.823807027
6826,6.855,120,Fantasy,Summer,R,4088370.2407132247,4059929.420505201
6827,6.2,115,"Thriller, Drama",Spring,R,53543.90540088031,19026332.67034337
6828,5.482,100,"Comedy, Crime, Drama, Fantasy",Winter,R,10204407.259026686,24678178.963893246
6829,6.091,98,"Romance, Drama",Fall,R,2457765.579207921,23346534.653465346
6830,5.7,79,"Drama, Comedy, Romance",Summer,PG-13,5132811.672501411,266290.2315076228
6831,6.2,128,"Comedy, Drama, Romance",Summer,PG-13,30964527.75607053,18612977.9343857
6832,5.175,95,"Comedy, Romance",Spring,PG-13,12538216.506390747,57407181.98417528
6834,5.86,101,"Crime, Drama",Spring,R,12069097.888675623,5853512.476007678
6836,6.056,180,"Adventure, Comedy, Mystery, Romance",Summer,PG,16183561.94845144,25505293.63075947
6837,4.262,83,"Comedy, Fantasy",Fall,PG-13,10426378.624218306,29789653.2120523
6838,6.3,96,"Action, Adventure, Thriller",Spring,PG,96552783.10940498,6034548.944337811
6840,5.402,115,Adventure,Summer,PG,28287917.7377892,145480719.79434446
6841,6.793,139,"Action, Mystery, Drama",Spring,R,6995425.896528559,6860898.475441471
6842,5.679,94,"Crime, Comedy, Mystery",Spring,PG,8014643.365677045,40979000.72411296
6843,7.2,88,"Animation, Comedy, Family",Winter,PG,731245.5472921435,2622997.7116704807
6844,6.685,103,"Action, Adventure, Thriller",Fall,R,15477518.871020677,103183459.14013785
6845,6.636,93,Documentary,Summer,R,2546508.630152456,71010.72840203275
6846,6.0,91,"Comedy, Family",Summer,PG,20225219.814460795,28552875.94847041
6847,5.611,121,"Drama, Mystery, Thriller",Fall,NR,411507.17108977976,14024618.859401466
6848,5.951,124,"Comedy, Action, Western",Fall,PG-13,3456447.2049689437,7777006.2111801235
6850,6.364,88,"Drama, Romance",Fall,NR,349044.2481089258,792738.2753403932
6851,4.963,89,Comedy,Spring,PG,15938615.523939809,40859097.127222985
6852,7.25,96,"Drama, Crime",Summer,R,2226106.1370207416,3952231.3010685104
6853,5.1,108,"Crime, Mystery",Winter,R,917055.9165283376,15532368.982689116
6854,5.0,94,"Comedy, Drama",Summer,R,72085.82998252369,8934229.408505136
6856,6.263,90,Action,Spring,R,28810.624323111195,2589369.9117522305
6858,5.6,81,"Action, Comedy",Spring,R,13413594.7535545,18625592.41706161
6860,7.625,174,"Action, Adventure, Crime, Thriller",Summer,PG-13,58188183.128117524,16493000.789887255
6862,6.213,97,Drama,Summer,PG-13,4589875.610623666,13979132.084420204
6863,5.456,93,"Horror, Fantasy",Spring,R,5017007.152276294,16040816.326530611
6864,6.013,104,"Drama, History",Summer,PG-13,1901951.3238853342,191311.40707373887
6865,5.785,94,"Comedy, Adventure, Horror",Winter,PG-13,63649.02375809935,2376673.8660907126
6866,7.348,102,Documentary,Fall,R,956786.3664029214,3929804.8155812533
6867,6.044,108,"Drama, Music, Romance",Winter,R,33143140.93793103,79503448.27586207
6868,6.076,105,"Mystery, Drama, Romance",Spring,R,609835.4218009477,15831753.554502368
6870,6.43,115,"Comedy, Drama, Adventure",Summer,G,26156505.193162926,7445191.1737542795
6871,5.0,94,"Comedy, Crime",Winter,R,13783142.995290423,3701726.8445839873
6873,5.405,93,"Action, Thriller",Spring,R,329939.25567322236,7927382.753403932
6874,5.942,143,"Action, Comedy, Crime",Summer,PG-13,42999139.69955662,9293362.451194495
6875,1.84,79,"Comedy, Family",Fall,PG,3763402.246960447,672036.1155286513
